node_id,lat,lon
43490161,48.3236456,19.6681521
43490199,48.32439,19.6683809
43490204,48.3231397,19.6686837
43490207,48.3236806,19.6685486
43490213,48.3236621,19.6683386
44308342,48.3297671,19.6574719
44309362,48.3299603,19.6632638
44325352,48.3303983,19.6635462
44325373,48.3316323,19.6636703
44325385,48.3325035,19.663627
44325399,48.3335899,19.6636217
44325413,48.3346257,19.664042
44325428,48.3356379,19.664473
44325434,48.3365935,19.6649661
44325442,48.3367114,19.6647227
44325449,48.335674,19.6642781
44325461,48.3346611,19.6638647
44325470,48.33362,19.663431
44325479,48.3324942,19.6634409
44325485,48.3316231,19.6633925
44325491,48.3304156,19.6632928
45206337,48.3585475,19.6551342
45206340,48.3598586,19.6528953
45206343,48.3605082,19.6523244
46796298,48.3381487,19.5477851
46825928,48.3467325,19.5621894
46825943,48.3429028,19.5580255
46993193,48.3104889,19.5226989
46995204,48.2695815,19.4505242
46996091,48.2347345,19.4211577
47534306,48.3207912,19.6696301
47540606,48.277937,19.6803114
47540706,48.2577239,19.6566056
48108329,48.2858814,19.6539148
48108407,48.2831528,19.6521525
48108466,48.278649,19.6436367
48108556,48.267366,19.6242003
48108587,48.2634613,19.6198843
48109119,48.2421925,19.598353
48112520,48.212643,19.5245566
48112915,48.2345451,19.5093355
48139250,48.2344395,19.5056732
48142979,48.2458067,19.4878699
48143439,48.2424811,19.4579686
48143889,48.2338162,19.4236775
48143924,48.2485868,19.4896263
48143931,48.2497615,19.4884248
48143936,48.2507211,19.4877822
48143990,48.2597747,19.4686891
48144013,48.2621545,19.4666162
48569206,48.3422087,19.6817194
48569211,48.3423694,19.6818201
48569215,48.3427621,19.6816638
48573914,48.3329798,19.657439
48573918,48.3330739,19.6574804
48573921,48.3331767,19.6573146
48573926,48.3330655,19.6571213
48573930,48.3329376,19.6573004
48815674,48.3331092,19.6403195
48815678,48.3332344,19.6397346
48815681,48.3332515,19.6396582
48819877,48.3335488,19.6399154
48819881,48.333767,19.6398669
48819889,48.3341962,19.639746
48819906,48.3355119,19.6398834
48819935,48.3372923,19.6423071
48819941,48.3373016,19.6426318
48819955,48.3373469,19.6441582
48819972,48.336955,19.6458642
48819974,48.3368041,19.6463128
48828739,48.3363834,19.6463786
48828743,48.3366805,19.646678
48828744,48.3366647,19.6467213
48828748,48.3363323,19.6465196
48828766,48.3365422,19.6470843
48828769,48.3328594,19.6439165
48828836,48.3328217,19.6440666
48828844,48.3324382,19.6433745
48828847,48.3323322,19.6438369
48828849,48.3323173,19.6439047
48828855,48.3322453,19.6442262
48828881,48.3354904,19.6456625
48832966,48.3332276,19.6428679
48832974,48.3338645,19.6402331
48832977,48.3354395,19.6401462
48832991,48.3346084,19.6420508
48833009,48.3361234,19.6406645
48836939,48.337375,19.6461625
48836944,48.3385621,19.6470911
48836948,48.3388484,19.6473131
48836960,48.3378843,19.6446288
48837028,48.3387219,19.6444471
48837037,48.3384523,19.6439087
48837043,48.3392846,19.6450273
48837049,48.3396318,19.6453066
48841620,48.3336041,19.6430972
48841634,48.3337713,19.6425786
48841641,48.3336477,19.6437798
48841650,48.3382804,19.6429656
48841656,48.3380629,19.6435282
48841725,48.3389269,19.6421154
48841874,48.3322877,19.6573165
49103897,48.3359694,19.6487899
49103900,48.3350527,19.6513548
49103902,48.3346062,19.6526034
49103907,48.3343431,19.6533341
49104400,48.3338929,19.6545902
49104405,48.3338563,19.6546951
49104409,48.3361553,19.6482252
49104412,48.3337847,19.654907
49104416,48.3335631,19.6555263
49105568,48.3312251,19.6633673
49105570,48.3312084,19.663641
49106997,48.3312911,19.6623288
49107007,48.3305255,19.662203
49115418,48.3343873,19.6574373
49115442,48.3341626,19.6597688
49115455,48.332959,19.6596096
49115480,48.3326387,19.6548509
49115491,48.3329216,19.6529931
49115502,48.333503,19.6541746
49117100,48.3351745,19.655725
49117113,48.3348396,19.6613836
49122403,48.3353775,19.6541531
49122414,48.3374312,19.6494341
49126017,48.3371398,19.6501444
49126022,48.3365326,19.6518262
49126026,48.3358587,19.653593
49126037,48.3378441,19.6514073
49126038,48.3381503,19.6516217
49126041,48.3376573,19.650992
49126044,48.3375016,19.6514302
49126050,48.3371701,19.6523241
49127477,48.3368132,19.6493734
49127480,48.3365382,19.6501075
49127486,48.3360469,19.6514059
49127492,48.335628,19.6525609
49132949,48.33499,19.6480024
49132961,48.3336664,19.6469413
49132967,48.3341645,19.6455003
49132988,48.334674,19.6510492
49133016,48.3328247,19.6452016
49166028,48.3367248,19.6456913
49166033,48.3371631,19.6444712
49166042,48.3329199,19.6473145
49166045,48.3328681,19.6461557
49170563,48.3333827,19.6463944
49170569,48.3331344,19.6455632
49170572,48.331932,19.6507429
49170576,48.3325802,19.6480257
49170582,48.3315359,19.6524275
50787400,48.4991828,19.3269275
50787433,48.5079819,19.3114294
50788164,48.4752006,19.3561199
50788330,48.4338906,19.3481416
50788471,48.4184594,19.360125
50788732,48.4164563,19.3617667
50789124,48.3872349,19.3793601
50789161,48.376936,19.3898886
50789305,48.3548794,19.4059962
50789309,48.3542512,19.4068591
50789470,48.3308826,19.4099445
50789618,48.3119803,19.3974892
50789660,48.3060167,19.3939985
50789704,48.2987773,19.4019168
50789973,48.2795975,19.4285368
51300125,48.4593564,19.3009648
51300774,48.4740278,19.3370019
51300797,48.4750562,19.3427753
51300837,48.4713233,19.345236
51300852,48.4701537,19.3474195
51301375,48.4885148,19.3974632
51301558,48.4886754,19.4245025
51301671,48.5018398,19.4339594
51324244,48.3308456,19.4136654
51445601,48.4127065,19.4362221
51445606,48.4124943,19.4354712
51445656,48.4122932,19.434039
51445661,48.4121089,19.4335924
51445673,48.4114542,19.4323934
51445683,48.4104654,19.4317566
51445688,48.4098442,19.4317214
51446015,48.3834594,19.4184362
51446208,48.3561736,19.4088924
51446210,48.3550594,19.4065887
51453859,48.4207019,19.4133214
51453866,48.4212106,19.4133665
51462729,48.4124931,19.4362587
51463252,48.3728803,19.4504687
51463294,48.3736414,19.4495724
51463312,48.4045316,19.4973088
51463336,48.4011087,19.4969967
51495754,48.3740694,19.6256372
51495763,48.3723177,19.6232517
51495782,48.3715019,19.6221669
51495875,48.3709673,19.6176158
51495937,48.3701545,19.6144197
51496086,48.3604934,19.5910973
51496115,48.353522,19.5810852
51496118,48.3534021,19.5811392
51496173,48.3655349,19.5751249
51774663,48.3269359,19.6619109
51774666,48.3270826,19.661922
51774669,48.3273919,19.6619494
51774683,48.3274932,19.6662438
51774686,48.326997,19.6662091
51774689,48.3263271,19.6660449
51775480,48.3227878,19.6687326
51779644,48.327487,19.6643818
51779698,48.3263101,19.6686756
51781959,48.3262892,19.6590096
51786672,48.3263103,19.6673804
51789093,48.3294435,19.6614252
51789096,48.3293818,19.6602217
51789099,48.3295361,19.6629219
51789102,48.3294821,19.6620193
51789105,48.3286488,19.6621582
51789112,48.3287043,19.6647899
51793366,48.3284609,19.66683
51793369,48.329212,19.6670446
51793372,48.3296587,19.6648406
51793378,48.3285671,19.6648145
51793379,48.3280872,19.6649084
51793389,48.3280506,19.664389
51795988,48.3274338,19.6689997
51797793,48.3248979,19.6673609
51797801,48.3241103,19.6662624
51801455,48.3171477,19.6670097
51801459,48.3175833,19.6670218
51801462,48.3184806,19.6670713
51801465,48.3198508,19.6671209
51801469,48.3203171,19.667116
51801471,48.32,19.6654928
51801481,48.3185061,19.6657098
51801484,48.3175985,19.665585
51801488,48.3199567,19.6694704
51801490,48.3184465,19.6691917
51801493,48.3175296,19.6690047
51812153,48.3310549,19.6700159
51812155,48.3311747,19.6695557
51812159,48.3314331,19.668432
51812177,48.3317725,19.6652122
51812179,48.3307275,19.6712071
51812182,48.32961,19.6698375
51812185,48.3300551,19.670351
51812201,48.3310473,19.6659398
51812213,48.3296737,19.6682271
51812231,48.3294801,19.6657273
51812251,48.3309224,19.6651656
51817825,48.330673,19.6717843
51817835,48.3319274,19.6724017
51817838,48.3320119,19.6720034
51817853,48.3302973,19.672838
51820304,48.3330756,19.6664356
51820307,48.3326002,19.6689538
51820309,48.3323853,19.6700585
51826077,48.3341203,19.6667812
51826080,48.3336275,19.6694028
51826086,48.3334249,19.6705307
51826087,48.3332394,19.6714975
51831713,48.3351514,19.6670736
51831717,48.3355155,19.6672474
51831776,48.3358931,19.6663662
51840674,48.3348896,19.6626366
51840679,48.3360233,19.6623024
51840682,48.3361919,19.6612348
51840688,48.337084,19.6620019
51840692,48.3370504,19.6623577
51846868,48.3386355,19.6604634
51846871,48.3384697,19.6590946
51846876,48.3383197,19.6579816
51846879,48.3381988,19.6569833
51846883,48.3394117,19.6576836
51846887,48.3393285,19.6588587
51846906,48.3375081,19.6582343
51846909,48.3412511,19.6596274
51846912,48.3421212,19.6583497
53986943,48.3292067,19.6281033
53987089,48.3254452,19.6449127
53987098,48.3249378,19.6451749
53987224,48.318018,19.6466935
53987233,48.3188039,19.6477201
54666384,48.4125399,19.4338532
54667014,48.4642126,19.4222932
54667034,48.4644292,19.4226677
54667055,48.4644521,19.4220785
54671818,48.4302961,19.5101145
54671823,48.4303472,19.5093653
54671829,48.4305934,19.5096297
54684525,48.4535489,19.4793716
54684532,48.454954,19.4790567
54684545,48.4559444,19.4793821
54684552,48.4561181,19.4785417
54684578,48.4575812,19.476682
54684593,48.4557929,19.4751615
54684596,48.4561612,19.4748379
54685315,48.4662326,19.4634108
54685349,48.4669121,19.4493769
54687780,48.4668274,19.5489636
54696651,48.4514601,19.5368969
54696690,48.4506864,19.536344
54696822,48.4493689,19.5348138
54696836,48.449654,19.5327647
54696875,48.4488037,19.5309402
54696895,48.4482548,19.5299027
54696906,48.4482466,19.5298441
54696920,48.4482314,19.5291562
54696921,48.4479847,19.5285814
54696926,48.4472893,19.5283565
54697360,48.4448599,19.5259322
54697367,48.4447805,19.5256404
54697371,48.4446572,19.5250867
54703903,48.4493319,19.5385443
54703912,48.4485254,19.5382575
54703929,48.4480706,19.5379691
54703974,48.4458354,19.5370806
54704193,48.4325372,19.5529655
54704198,48.4317241,19.5537543
54704210,48.4308821,19.5524218
54704231,48.4294573,19.5510668
54704241,48.4287783,19.5519889
54704282,48.4285545,19.5535807
54704289,48.4284169,19.5547426
54704296,48.4278377,19.5570599
54705039,48.4287155,19.5842333
54705043,48.4288908,19.5844942
54705046,48.4285286,19.5846194
54709240,48.4284773,19.5575145
54709242,48.4291352,19.5579367
54721952,48.4381509,19.5890155
54722439,48.4351576,19.5856863
54722761,48.4071424,19.5961305
54722765,48.4053442,19.5970416
54722769,48.4026807,19.5973154
54722809,48.4433467,19.5823197
54722815,48.4434097,19.5822312
54722819,48.4419153,19.5841837
54722824,48.4410116,19.5856898
54722838,48.4398575,19.5879506
54722919,48.4378214,19.5911054
54722925,48.4364166,19.5916982
54722939,48.4334098,19.5941026
54722977,48.4303258,19.5953719
54722978,48.4299394,19.5953671
54722979,48.4430011,19.5819155
54722980,48.4433898,19.581639
54722981,48.4445043,19.5808594
54728469,48.4032012,19.607335
54728488,48.4040756,19.6032098
54728528,48.4060411,19.6014782
54728573,48.4056204,19.5993041
54728583,48.4071442,19.5982002
54728598,48.3717752,19.6180538
54728601,48.374913,19.6148535
54728610,48.3852353,19.5824192
54769460,48.3597796,19.5435573
54769486,48.3601388,19.5404452
54769490,48.3599373,19.5402638
54769527,48.3608359,19.5420705
54769532,48.35886,19.5455941
54769898,48.3638629,19.533205
54771300,48.3640095,19.4997837
54783192,48.3402253,19.5457233
54783745,48.3403406,19.5444775
54783754,48.3390613,19.5412998
54784021,48.3348731,19.5626948
54784030,48.3333738,19.56376
54784071,48.329546,19.5650355
54784085,48.3355109,19.5640303
54784283,48.3374171,19.5629955
54784290,48.3335712,19.5643684
54784309,48.3330325,19.5657834
55274172,48.3171176,19.6689234
55274490,48.3168192,19.6688567
55277586,48.316996,19.6692898
55277593,48.3179954,19.6722482
55277602,48.3181572,19.6724856
55277608,48.317914,19.6726544
55291054,48.320843,19.6711899
55291061,48.319159,19.6717624
55291618,48.322681,19.6709579
55334558,48.3252668,19.6771941
55334562,48.3239818,19.6772444
55334601,48.322779,19.6772439
55334628,48.3208107,19.6772848
55334659,48.3200345,19.6772922
55334689,48.3192286,19.6772996
55334695,48.3191805,19.6723723
55334699,48.3191707,19.6734123
55334706,48.3192001,19.6756591
55334709,48.3208255,19.6723077
55334716,48.3208142,19.675608
55334720,48.320023,19.6756306
55334725,48.3200004,19.6733927
55334750,48.3200004,19.6730311
55334770,48.3246014,19.6755713
55334795,48.3239614,19.6755819
55334825,48.3227561,19.675589
55338166,48.3226658,19.6691961
55338176,48.3226977,19.6733396
55338235,48.3217149,19.6733523
55338241,48.3212234,19.6733523
55338248,48.321734,19.6747564
55359810,48.324922,19.6682897
55359820,48.3255201,19.6703296
55359827,48.3248128,19.6701752
55359832,48.323847,19.6700731
55359835,48.323787,19.6710675
55359840,48.3236677,19.6733415
55359846,48.3243905,19.6733539
55359852,48.3234513,19.6733463
55359853,48.3234441,19.6744356
55365374,48.3243289,19.6736868
55365379,48.3252084,19.6741657
55365390,48.3252612,19.6764307
55365393,48.325578,19.6743099
55367914,48.3269567,19.695053
55367920,48.3263824,19.6959033
55383317,48.3255619,19.6713743
55383414,48.3276466,19.6887877
55383486,48.3267673,19.6947155
55396174,48.3261099,19.6739136
55396178,48.3263621,19.6747584
55396183,48.3259611,19.6750205
55396195,48.3285738,19.6745321
55396199,48.3279105,19.6764682
55396202,48.3264141,19.676952
55396223,48.327579,19.6741997
55396228,48.327241,19.6754286
55396241,48.3276469,19.6739665
55396246,48.3297018,19.6751644
55396249,48.3272015,19.6710406
55396253,48.3270046,19.672013
55396258,48.3274741,19.6738466
55396261,48.3275686,19.6690371
55396326,48.3269134,19.6708751
55396335,48.3258089,19.6702495
55408356,48.3283735,19.6710243
55408367,48.3282743,19.6716785
55408488,48.3280392,19.6725969
55408494,48.3300645,19.6737723
55408501,48.3295839,19.6756374
55408625,48.3316139,19.673522
55408674,48.3308288,19.6748628
55408738,48.328477,19.6698401
55408744,48.327956,19.669687
55408806,48.32801,19.6693002
55408842,48.3275903,19.6695711
55894375,48.3547906,19.5669508
55894378,48.3553297,19.5674295
55894382,48.3563595,19.5685138
56921227,48.4270324,19.7852612
56921228,48.4273852,19.7843099
56921233,48.4256839,19.7936085
56921234,48.4255276,19.7945865
56921235,48.4254194,19.7951827
56921237,48.4253773,19.7977577
56921243,48.4227956,19.8074855
56921702,48.4486005,19.7410341
56921708,48.4502516,19.7415821
56921971,48.4666575,19.7520178
56921974,48.4684183,19.7518763
56921980,48.4717499,19.7488583
56926094,48.4849901,19.7321264
56983068,48.4900093,19.7238396
56983085,48.4922048,19.7223527
56983086,48.4923514,19.7221063
59053091,48.4899482,19.7235512
59053121,48.4876615,19.7255186
59053543,48.4693388,19.7527902
59053605,48.4675419,19.7546108
59053674,48.4720584,19.7537719
59053778,48.4756471,19.7545188
59054203,48.4725548,19.7512413
59054216,48.4724287,19.7496932
59054498,48.4764126,19.7456767
59069923,48.4214656,19.6089745
59069953,48.4216595,19.6061126
59070149,48.4235674,19.599389
59075904,48.4118194,19.6387571
59086847,48.4452791,19.6434809
59086854,48.4460915,19.6452336
59086901,48.4464773,19.6493316
59086905,48.4468279,19.6520216
59086927,48.4486573,19.6529654
59086953,48.4468125,19.6570879
59098640,48.4516599,19.6692863
59098675,48.4521744,19.6706246
59098943,48.4714776,19.6812017
59098954,48.4711563,19.6822926
59099040,48.469959,19.6858183
59115249,48.4735404,19.677839
59115252,48.4718282,19.6819034
59115262,48.4712598,19.6825656
59115267,48.470525,19.6842552
59116397,48.4212388,19.7382657
59118799,48.4213967,19.7364291
59118806,48.4216871,19.7348842
59118819,48.4225135,19.7331425
59118826,48.4236108,19.7320094
59118835,48.4242784,19.7309455
59128794,48.4374241,19.7049388
59128817,48.4363543,19.7033566
59128920,48.4508747,19.6703683
59143594,48.4618549,19.6373514
59143670,48.463666,19.6352979
59176340,48.4462678,19.6460304
59176360,48.4463203,19.6520678
59176377,48.4451325,19.6423947
59184846,48.4737404,19.5664144
59184849,48.4741835,19.5664562
59184855,48.474698,19.5661897
59184858,48.4752508,19.5667415
59184929,48.4849206,19.5794302
59185007,48.4676958,19.5461321
59185008,48.4673066,19.5472113
59192020,48.4759451,19.5645616
59192024,48.4669089,19.5570975
59192030,48.4689743,19.5543338
59192034,48.4674238,19.5524851
59192040,48.4698241,19.5492067
59192044,48.4700385,19.5492798
59192053,48.4706931,19.5496613
59192067,48.4696884,19.5477361
59192105,48.4668338,19.5521675
59192111,48.4670336,19.553092
59192132,48.4667191,19.5467142
59192136,48.466606,19.5470207
59192138,48.4685806,19.5436956
59621838,48.3421234,19.683079
59623817,48.3339464,19.6736627
59623819,48.3343164,19.6740335
59647277,48.4358174,19.5926886
59647283,48.4358627,19.5938596
59647284,48.4357589,19.5942487
59647288,48.4352819,19.5960682
59647291,48.4357483,19.5991561
59741246,48.3323624,19.6806855
59741248,48.3324663,19.6810975
59741249,48.3329167,19.6828174
59741252,48.3302472,19.6810555
59741395,48.3316989,19.6823047
59741400,48.3307776,19.6838972
59741402,48.3332448,19.6805642
59741404,48.3337759,19.6828546
59741406,48.3334265,19.6830042
59741752,48.3334253,19.6846062
59741762,48.3329439,19.6856682
59741764,48.3332038,19.6870219
59741765,48.3333759,19.6878175
59741767,48.334014,19.6870729
59741769,48.3333444,19.6883956
59742011,48.3312855,19.6863561
59742013,48.3306338,19.6838555
59742246,48.3367311,19.681814
59742255,48.3342827,19.6825196
59742256,48.3338869,19.6829236
59743739,48.333978,19.6742008
59743815,48.3336874,19.6717057
59743819,48.3346062,19.6702507
59743822,48.3343551,19.6726716
59743825,48.3342914,19.6735345
59743839,48.3363518,19.676111
59744228,48.3361012,19.6770127
59744229,48.3359936,19.6772088
59744230,48.3358032,19.6775886
59744231,48.3350721,19.6762532
59744233,48.3341254,19.6749656
59744715,48.3359728,19.6783108
59744718,48.3375499,19.679296
59744719,48.3373376,19.6797625
59744720,48.3368264,19.6808636
59744721,48.3373819,19.6814495
59744722,48.3383049,19.680746
59744723,48.339295,19.6798533
59744725,48.3381638,19.6779583
59744744,48.3397809,19.6806931
59745066,48.3449017,19.6739912
59745067,48.3446242,19.6745765
59745069,48.3443408,19.6754252
59745071,48.3439352,19.6772431
59745073,48.343349,19.6780629
59745074,48.3426689,19.6787882
59745075,48.3419981,19.679446
59745575,48.3433187,19.672969
59745576,48.3429032,19.6737548
59745577,48.3422006,19.6751881
59745578,48.3416931,19.6761165
59745579,48.3412031,19.6770561
59745581,48.3407357,19.6779156
59745584,48.3406388,19.6780472
59745595,48.3398085,19.6774867
59745600,48.3388325,19.6776903
59745601,48.3385089,19.6777864
59745604,48.3405442,19.6782377
59745605,48.3401527,19.6780066
59745621,48.3389972,19.6782684
59745622,48.3404496,19.6783407
59745623,48.3405779,19.6792253
59745625,48.3409217,19.6791393
59745626,48.339921,19.6793864
59746729,48.3409816,19.671479
59746730,48.3414695,19.6706862
59761755,48.3437376,19.6794345
59761830,48.3432965,19.6801152
59765653,48.3630076,19.6513486
59765689,48.3616587,19.6518011
59765690,48.3619042,19.6517165
59765691,48.3623509,19.6515649
59765692,48.3589747,19.6543048
59765693,48.3591261,19.6539786
59765694,48.3519604,19.6564195
59765695,48.3522883,19.6564098
59765696,48.3558583,19.6563624
59766159,48.36219,19.6526198
59766163,48.3625227,19.6532988
59766182,48.3586338,19.6578797
59766185,48.3589046,19.6586609
59766190,48.3601008,19.6558263
59766567,48.3638258,19.6523554
59766568,48.364126,19.6517958
59766569,48.3633477,19.6531954
59766570,48.3631751,19.6534953
59766573,48.3621518,19.6491
59766574,48.36244,19.6474551
59766576,48.3599711,19.6509662
59766577,48.359629,19.6501793
59766579,48.3589063,19.6509547
59766580,48.3576976,19.6513093
59766696,48.3571905,19.6526285
59766697,48.3578629,19.6538788
59766698,48.3580367,19.6542015
59766703,48.3558822,19.6547145
59766704,48.3548901,19.6551092
59766710,48.3558942,19.6579508
59766713,48.3548793,19.6597344
59766714,48.3546534,19.6601738
59766716,48.3532643,19.6591099
59767662,48.3297375,19.6598308
59767663,48.3298148,19.6598213
59767664,48.3290343,19.6599192
59773171,48.4272893,19.7946912
59773179,48.4295836,19.7947729
59773199,48.4319899,19.7946676
59848916,48.3335195,19.638441
59966207,48.3368046,19.6426582
59966208,48.3367839,19.6419452
59983401,48.3557521,19.5727224
59983402,48.3538557,19.5741154
59983403,48.3525884,19.576238
59983404,48.355839,19.5679692
59983405,48.3485296,19.5800984
59984858,48.3545828,19.5750346
59984871,48.3538089,19.5779853
59984875,48.3537838,19.5783101
59984884,48.353642,19.5783205
59984886,48.3525311,19.5804942
59987334,48.3535625,19.5737011
59987337,48.3532273,19.573187
59987371,48.3529197,19.5727161
59987373,48.3524767,19.57203
59987375,48.3516493,19.5708901
59987406,48.3494808,19.5789275
59987410,48.3498557,19.5784558
59987411,48.3529877,19.5728147
59987413,48.3522395,19.5757701
59987415,48.3519038,19.5753109
59987417,48.3515663,19.5748487
59987419,48.3511382,19.5742522
59987420,48.3502932,19.5768764
59987422,48.349869,19.5762941
59987424,48.3493643,19.5771347
59987441,48.3565026,19.5710798
59987444,48.3552726,19.5688403
59987446,48.3550533,19.5697561
59987448,48.3545858,19.5705329
59987452,48.3555021,19.5706626
59987458,48.3564687,19.5694149
59988129,48.3561683,19.569222
59988141,48.3561574,19.5692611
59988147,48.3555995,19.5689107
59988148,48.3555746,19.5689963
59988149,48.3552945,19.5687508
59988161,48.3550362,19.5685931
59988162,48.3550136,19.5686773
59988164,48.3544783,19.5682728
59988165,48.3544558,19.5683546
59988171,48.3569235,19.5696567
60030307,48.3842594,19.6735363
60030308,48.3842847,19.6737034
60030309,48.3851855,19.6776398
60030648,48.3860988,19.6747475
60030649,48.383615,19.6736507
60030656,48.3807598,19.6747109
60030663,48.3784315,19.6792648
60030671,48.3810013,19.6753191
60030677,48.3832448,19.6742259
60031285,48.4369986,19.5825853
60031563,48.4373412,19.5883253
60031565,48.4348576,19.5901091
60031566,48.4341633,19.5905746
60031567,48.4350766,19.5906374
60031569,48.4355148,19.5916879
60031571,48.4346078,19.5919237
60031676,48.4426885,19.5880832
60031679,48.4408607,19.5905267
60031682,48.4393269,19.5905208
60031683,48.4393295,19.591081
60032081,48.4414987,19.5910461
60032092,48.4370969,19.5936324
60032095,48.4378755,19.5940419
60032097,48.4374083,19.5944983
60032103,48.4366221,19.5984299
